SEASON_LABEL,CLUTCH_WINDOW,GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK,TEAM_COUNT
1997-98,5m,Players,100091,Eva Nemcova,Eva,1611661315,CLE,25.0,1,0,1,0.0,5.0,101.2,90.9,90.9,134.9,130.0,130.0,-33.6,-39.1,-39.1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1.167,1.167,0.364,0.405,93.7,100.8,84.0,100.8,0.316,11,3,3,3.0,3.0,1.0,1,7,7,7,1,7,7,7,8,8,8,8,8,8,5,2,5,1,1,1,10,10,1,1,3,3,3,3,3,1,1,2,1,2,1,1
1997-98,5m,Players,100006,Haixia Zheng,Haixia,1611661320,LAS,31.0,1,1,0,1.0,4.9,150.5,144.4,144.4,112.6,111.1,111.1,37.9,33.3,33.3,1.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.75,0.717,0.455,0.459,85.72,88.07,73.39,88.07,0.263,9,3,4,3.0,4.0,0.75,1,1,1,1,9,1,1,1,6,6,6,1,5,5,1,2,4,1,1,1,1,1,2,3,2,2,11,11,11,2,1,1,1,1,2,1
1997-98,5m,Players,100089,Isabelle Fijalkowski,Isabelle,1611661315,CLE,26.0,1,0,1,0.0,0.9,113.6,100.0,100.0,227.3,200.0,200.0,-113.6,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,1.0,1.0,46.93,53.33,44.44,53.33,0.0,1,0,0,0.0,0.0,0.0,1,7,7,7,11,6,6,6,12,12,12,12,12,12,5,2,5,1,1,1,1,1,5,5,1,1,12,12,12,7,5,8,5,8,5,1
1997-98,5m,Players,100007,Jamila Wideman,Jamila,1611661320,LAS,22.0,1,1,0,1.0,5.0,134.9,130.0,130.0,101.2,90.9,90.9,33.6,39.1,39.1,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7,100.8,84.0,100.8,0.211,10,0,0,0.0,0.0,0.0,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,5,7,10,10,3,3,3,4,5,8,5,8,5,1
1997-98,5m,Players,100087,Janice Braxton,Janice,1611661315,CLE,36.0,1,0,1,0.0,5.0,101.2,90.9,90.9,134.9,130.0,130.0,-33.6,-39.1,-39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.101,93.7,100.8,84.0,100.8,-0.053,11,0,1,0.0,1.0,0.0,1,7,7,7,1,7,7,7,8,8,8,8,8,8,5,2,5,1,1,1,1,1,5,7,7,7,3,3,3,10,5,5,5,5,5,1
1997-98,5m,Players,100009,Katrina Colleton,Katrina,1611661320,LAS,27.0,1,1,0,1.0,5.0,134.9,130.0,130.0,101.2,90.9,90.9,33.6,39.1,39.1,0.0,0.0,0.0,0.0,0.0,0.0,66.7,66.7,0.0,0.0,0.25,0.258,93.7,100.8,84.0,100.8,-0.158,10,0,1,0.0,1.0,0.0,1,1,1,1,1,2,2,2,2,2,2,2,1,1,5,2,5,1,1,1,12,12,5,7,5,5,3,3,3,12,5,5,5,5,5,1
1997-98,5m,Players,100011,Linda Burgess,Linda,1611661320,LAS,28.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.26,757.89,631.58,757.89,0.0,1,0,0,0.0,0.0,0.0,1,1,1,1,12,12,12,12,1,1,1,6,6,6,5,2,5,1,1,1,1,1,5,7,10,10,1,1,1,7,5,8,5,8,5,1
1997-98,5m,Players,100003,Lisa Leslie,Lisa,1611661320,LAS,25.0,1,1,0,1.0,5.0,134.9,130.0,130.0,101.2,90.9,90.9,33.6,39.1,39.1,0.333,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.75,0.694,0.25,0.247,93.7,100.8,84.0,100.8,0.263,10,1,2,1.0,2.0,0.5,1,1,1,1,1,2,2,2,2,2,2,2,1,1,3,2,2,1,1,1,1,1,2,4,5,6,3,3,3,2,3,3,3,3,3,1
1997-98,5m,Players,100090,Lynette Woodard,Lynette,1611661315,CLE,38.0,1,0,1,0.0,5.0,101.2,90.9,90.9,134.9,130.0,130.0,-33.6,-39.1,-39.1,0.333,1.0,25.0,0.0,0.0,0.0,25.0,25.0,0.5,0.5,0.273,0.304,93.7,100.8,84.0,100.8,0.105,11,1,2,1.0,2.0,0.5,1,7,7,7,1,7,7,7,8,8,8,8,8,8,3,1,2,1,1,1,10,10,4,6,4,4,3,3,3,6,3,3,3,3,3,1
1997-98,5m,Players,100088,Michelle Edwards,Michelle,1611661315,CLE,32.0,1,0,1,0.0,5.0,101.2,90.9,90.9,134.9,130.0,130.0,-33.6,-39.1,-39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.101,93.7,100.8,84.0,100.8,-0.053,11,0,1,0.0,1.0,0.0,1,7,7,7,1,7,7,7,8,8,8,8,8,8,5,2,5,1,1,1,1,1,5,7,7,7,3,3,3,10,5,5,5,5,5,1
